ECG,insulin,CGM,body_temp,RSP,date
1.128634402209152,0.013933333333333336,165.7939493687905,97.25106601410772,0.007110174222921325,2022-05-23 00:00:00
1.0176133875288307,0.013933333333333336,161.58202232204695,98.16097348032648,0.03320714747808365,2022-05-23 00:00:01
0.7438249913705209,0.013933333333333336,159.23937324662245,96.00034312445203,0.05909850713574293,2022-05-23 00:00:02
0.3968818249431214,0.013933333333333336,157.47270951030134,96.90699771789552,0.08472490629530005,2022-05-23 00:00:03
0.07394265988789173,0.013933333333333336,156.1089502355738,96.44026767245134,0.11002739070164655,2022-05-23 00:00:04
-0.1689376209936174,0.013933333333333336,154.97501455537625,96.2770157843064,0.13494759372227327,2022-05-23 00:00:05
-0.30917306450545823,0.013933333333333336,153.89782161722894,96.55878063413302,0.15942792971374617,2022-05-23 00:00:06
-0.3506502606809304,0.013933333333333336,152.70429058588803,97.03668218112914,0.18341178524754573,2022-05-23 00:00:07
-0.319864422821647,0.013933333333333336,151.22134064452325,97.19030242269201,0.20684370767113217,2022-05-23 00:00:08
-0.25157967205088505,0.013933333333333336,149.31128956144778,97.61645020201007,0.2296695904874052,2022-05-23 00:00:09
-0.17837023111706918,0.013933333333333336,147.04884652306302,97.25758354320989,0.25183685504444475,2022-05-23 00:00:10
-0.11977625638766703,0.013933333333333336,144.82730783254465,98.05565850119028,0.27329462803753424,2022-05-23 00:00:11
-0.08198915668333703,0.013933333333333336,143.11076694017203,96.61335674919455,0.29399391433694616,2022-05-23 00:00:12
-0.059327760491847785,0.013933333333333336,142.36331730736268,98.63435230917284,0.31388776466778007,2022-05-23 00:00:13
-0.04532568875412585,0.013933333333333336,142.97394152620524,96.08216277959377,0.3329314376822549,2022-05-23 00:00:14
-0.0354794272205762,0.013933333333333336,144.88095692708504,98.01140253053521,0.3510825559802266,2022-05-23 00:00:15
-0.026462472830998052,0.013933333333333336,147.3466829423464,97.25191440710138,0.36830125565028937,2022-05-23 00:00:16
-0.016173714175162217,0.013933333333333336,149.48321724986678,97.67606948533725,0.3845503289215796,2022-05-23 00:00:17
-0.003737431492811102,0.013933333333333336,150.4026575269161,96.4211608157857,0.399795359535282,2022-05-23 00:00:18
0.010523855917695408,0.013933333333333336,149.3326799441412,96.59430446725463,0.41400485046479657,2022-05-23 00:00:19
0.02649666979362515,0.013933333333333336,146.1944316432974,98.4022337060266,0.42715034363449217,2022-05-23 00:00:20
0.04450329662729341,0.013933333333333336,141.94926622341876,98.90478472715819,0.43920444992224367,2022-05-23 00:00:21
0.06458582332630602,0.013933333333333336,137.78969426834107,96.94027253447773,0.4501307840613906,2022-05-23 00:00:22
0.08670398095779151,0.013933333333333336,134.90822635385112,98.07696784700794,0.4598918415980455,2022-05-23 00:00:23
